com.samsung.shealth.step_daily_trend,6010047,5
source_pkg_name,binning_data,count,calorie,deviceuuid,update_time,source_type,day_time,speed,pkg_name,distance,datauuid,create_time
com.sec.android.app.shealth,00136c11-c381-4021-af1b-e7f2bd82ddf0.binning_data.json,13218,557.81,VfS0qUERdZ,2018-04-25 15:30:54.081,-2,1496016000000,1.5889028,com.sec.android.app.shealth,10332.351,00136c11-c381-4021-af1b-e7f2bd82ddf0,2018-04-25 15:30:54.081
com.sec.android.app.shealth,00335ce7-7cfc-49da-b303-b90e4cac3723.binning_data.json,8050,385.28998,T6rJlOV0ZG,2018-04-25 15:30:53.959,0,1498694400000,4.984097,com.sec.android.app.shealth,6747.39,00335ce7-7cfc-49da-b303-b90e4cac3723,2018-04-25 15:30:53.959
com.sec.android.app.shealth,004f0821-d204-4717-a9ee-949e94cc0133.binning_data.json,2927,166.59,T6rJlOV0ZG,2018-04-25 15:30:53.970,0,1501459200000,3.0,com.sec.android.app.shealth,2583.48,004f0821-d204-4717-a9ee-949e94cc0133,2018-04-25 15:30:53.970
com.sec.android.app.shealth,005464c9-264b-47dc-afd7-f7df74755374.binning_data.json,13124,749.8,T6rJlOV0ZG,2018-04-25 15:30:53.992,0,1508630400000,5.0833344,com.sec.android.app.shealth,11260.74,005464c9-264b-47dc-afd7-f7df74755374,2018-04-25 15:30:53.992
com.sec.android.app.shealth,00819650-c328-4f55-9779-c46c2892fb12.binning_data.json,11816,510.0,T6rJlOV0ZG,2018-04-25 15:30:53.903,0,1478217600000,3.7499998,com.sec.android.app.shealth,9240.41,00819650-c328-4f55-9779-c46c2892fb12,2018-04-25 15:30:53.903
com.sec.android.app.shealth,008909d9-48be-4ae8-a370-8427da317d5f.binning_data.json,3213,140.06,T6rJlOV0ZG,2018-05-07 07:00:02.206,0,1525564800000,3.333333,com.sec.android.app.shealth,2508.47,008909d9-48be-4ae8-a370-8427da317d5f,2018-05-07 07:00:02.206
com.sec.android.app.shealth,00a3e604-2fe4-430d-9e48-6552302146a7.binning_data.json,3762,174.62,VfS0qUERdZ,2018-04-25 15:30:54.106,-2,1507766400000,1.5659845,com.sec.android.app.shealth,3012.4,00a3e604-2fe4-430d-9e48-6552302146a7,2018-04-25 15:30:54.106
com.sec.android.app.shealth,00ec9f7a-29ce-42a6-9ac3-62ce909db518.binning_data.json,9983,420.86996,VfS0qUERdZ,2018-06-15 04:18:18.399,-2,1528934400000,1.5356756,com.sec.android.app.shealth,7846.0005,00ec9f7a-29ce-42a6-9ac3-62ce909db518,2018-06-14 14:55:01.958
com.sec.android.app.shealth,00f70b07-9cbb-49c4-bc45-663e064b31d3.binning_data.json,9992,455.15,T6rJlOV0ZG,2018-04-25 15:30:53.943,0,1492732800000,3.75,com.sec.android.app.shealth,8044.8203,00f70b07-9cbb-49c4-bc45-663e064b31d3,2018-04-25 15:30:53.943
com.sec.android.app.shealth,0102233d-cead-40f6-9cb7-7045af6f5b2b.binning_data.json,5269,237.23999,VfS0qUERdZ,2018-04-25 15:30:54.139,-2,1522800000000,1.7713399,com.sec.android.app.shealth,4372.4,0102233d-cead-40f6-9cb7-7045af6f5b2b,2018-04-25 15:30:54.139
com.sec.android.app.shealth,0114c15e-a17d-4774-9362-6edd09b15b14.binning_data.json,5162,238.38,VfS0qUERdZ,2018-07-09 05:47:27.274,-2,1531008000000,1.7900312,com.sec.android.app.shealth,4293.33,0114c15e-a17d-4774-9362-6edd09b15b14,2018-07-08 15:44:53.495
com.sec.android.app.shealth,0135a104-1a1d-4991-b87a-f2c66eb6290b.binning_data.json,18780,1149.7899,VfS0qUERdZ,2018-08-13 22:55:03.132,-2,1534118400000,1.9006495,com.sec.android.app.shealth,12479.13,0135a104-1a1d-4991-b87a-f2c66eb6290b,2018-08-13 15:13:11.065
com.sec.android.app.shealth,0164385d-7c0b-4a69-af37-7a9aa78e429e.binning_data.json,6975,347.04,VfS0qUERdZ,2018-07-26 06:03:19.521,-2,1532476800000,1.8339559,com.sec.android.app.shealth,5844.81,0164385d-7c0b-4a69-af37-7a9aa78e429e,2018-07-25 16:23:55.547
com.sec.android.app.shealth,0177796d-a6f7-4261-a06b-522e2e1b872e.binning_data.json,2214,94.24,T6rJlOV0ZG,2018-12-07 05:00:02.603,0,1544054400000,3.75,com.sec.android.app.shealth,1751.78,0177796d-a6f7-4261-a06b-522e2e1b872e,2018-12-07 05:00:02.603
